epoch,lr,train_loss
0.0,0.0005,9.69939458937872
1.0,0.0005,8.83185522896903
2.0,0.0005,7.83298260825021
3.0,0.0005,6.71980144864037
4.0,0.0005,5.565282753535679
5.0,0.0005,4.316035997299921
6.0,0.0005,3.225566194170997
7.0,0.0005,2.702744347708566
8.0,0.0005,2.086914056823367
9.0,0.0005,1.9320616722106934
10.0,0.0005,1.6485947427295504
11.0,0.0005,1.544012983640035
12.0,0.0005,1.6662706363768804
13.0,0.0005,1.4784546182269143
14.0,0.0005,1.2320298240298317
15.0,0.0005,1.0928595605350675
16.0,0.0005,1.0388338707742237
17.0,0.0005,0.9717644566581363
18.0,0.0005,0.914198344662076
19.0,0.0005,0.8967220839999971
20.0,0.0005,0.8882622293063572
21.0,0.0005,0.8547157446543375
22.0,0.0005,0.8066303020431882
23.0,0.0005,0.7885703671546209
24.0,0.0005,0.7886840303738912
25.0,0.0005,0.7510771609487987
26.0,0.0005,0.7574564701034909
27.0,0.0005,0.7651155704543704
28.0,0.0005,0.7229750865981692
29.0,0.0005,0.72909867195856
30.0,0.0005,0.6812510164011092
31.0,0.0005,0.6585719074521746
32.0,0.0005,0.6453622863406226
33.0,0.0005,0.7100418862842378
34.0,0.0005,0.6617427326384044
35.0,0.0005,0.655885636806488
36.0,0.0005,0.6145192384719849
37.0,0.0005,0.5903310293243045
38.0,0.0005,0.5965647725831895
39.0,0.0005,0.5879635867618379
40.0,0.0005,0.5823748679388137
41.0,0.0005,0.5405665777978443
42.0,0.0005,0.517436588094348
43.0,0.0005,0.5011535882949829
44.0,0.0005,0.5052434078284672
45.0,0.0005,0.49353301241284325
46.0,0.0005,0.4833541853087289
47.0,0.0005,0.49530052571069627
48.0,0.0005,0.4932190577189128
49.0,0.0005,0.5221670709905171
