epoch,lr,train_loss
0.0,0.0005,11.484922933578492
1.0,0.0005,10.004985117912293
2.0,0.0005,8.541057646274567
3.0,0.0005,6.997052550315857
4.0,0.0005,5.864843857288361
5.0,0.0005,5.282346868515015
6.0,0.0005,4.9744550585746765
7.0,0.0005,4.425598573684693
8.0,0.0005,3.8577310681343078
9.0,0.0005,4.059748208522796
10.0,0.0005,3.64504160284996
11.0,0.0005,3.0138881325721742
12.0,0.0005,3.01784343123436
13.0,0.0005,2.69351989030838
14.0,0.0005,2.3020744740962984
15.0,0.0005,2.091875818371773
16.0,0.0005,2.378631141781807
17.0,0.0005,2.177840954065323
18.0,0.0005,1.994834914803505
19.0,0.0005,1.8282128483057023
20.0,0.0005,2.0861005634069443
21.0,0.0005,1.9755039364099503
22.0,0.0005,1.7734434753656387
23.0,0.0005,1.7471395820379256
24.0,0.0005,2.4959245026111603
25.0,0.0005,1.9614778727293014
26.0,0.0005,1.5922748386859893
27.0,0.0005,1.4795918315649033
28.0,0.0005,1.230510598421097
29.0,0.0005,1.3085574194788934
30.0,0.0005,1.3067871451377868
31.0,0.0005,1.3247326344251633
32.0,0.0005,1.2348003044724465
33.0,0.0005,1.1306594595313073
34.0,0.0005,1.0030806973576545
35.0,0.0005,0.9319581001996994
36.0,0.0005,0.8915347278118133
37.0,0.0005,0.8606056421995163
38.0,0.0005,0.8586849719285965
39.0,0.0005,0.9305259630084037
40.0,0.0005,0.9136156067252159
41.0,0.0005,0.9198050558567047
42.0,0.0005,0.8329547390341758
43.0,0.0005,1.1012619972229003
44.0,0.0005,1.3030781403183938
45.0,0.0005,1.9274709716439247
46.0,0.0005,1.3256059721112252
47.0,0.0005,0.9366737991571427
48.0,0.0005,0.7811922371387482
49.0,0.0005,0.722896671295166
