epoch,lr,train_loss
0.0,0.0005,2.464506569362822
1.0,0.0005,2.3990625653948103
2.0,0.0005,2.3953335058121454
3.0,0.0005,2.395505746205648
4.0,0.0005,2.39298491250901
5.0,0.0005,2.395591656366984
6.0,0.0005,2.3905398618607294
7.0,0.0005,2.3860611461457752
8.0,0.0005,2.37871519724528
9.0,0.0005,2.371806508018857
10.0,0.0005,2.369218485695975
11.0,0.0005,2.2567318280537925
12.0,0.0005,2.16888321581341
13.0,0.0005,2.061203400293986
14.0,0.0005,1.9484380370094663
15.0,0.0005,1.8505036717369443
16.0,0.0005,2.0010201249803816
17.0,0.0005,1.7990401018233526
18.0,0.0005,1.6932785511016846
19.0,0.0005,1.6686020976021176
20.0,0.0005,1.5843264318647838
21.0,0.0005,1.5291201727730888
22.0,0.0005,1.462849077724275
23.0,0.0005,1.4081227694238936
24.0,0.0005,1.3048864063762484
25.0,0.0005,1.3353868013336545
26.0,0.0005,1.2186695337295532
27.0,0.0005,1.114355322860536
28.0,0.0005,1.018238936151777
29.0,0.0005,0.9273183118729365
30.0,0.0005,0.973006234282539
31.0,0.0005,0.9089162151018778
32.0,0.0005,0.8262281105631873
33.0,0.0005,0.7370050663039798
34.0,0.0005,0.6772856840065548
35.0,0.0005,0.6318669801666623
36.0,0.0005,0.6358779938448043
37.0,0.0005,0.5785221017542339
38.0,0.0005,0.5869056568259284
39.0,0.0005,0.5478931424163637
40.0,0.0005,0.5053978179182325
41.0,0.0005,0.47490965610458735
42.0,0.0005,0.46919001426015583
43.0,0.0005,0.4384164611498515
44.0,0.0005,0.4295523663361867
45.0,0.0005,0.40426795965149287
46.0,0.0005,0.3885277325198764
47.0,0.0005,0.376650102081753
48.0,0.0005,0.3682960995606014
49.0,0.0005,0.34112317647252766
