epoch,lr,train_loss
0.0,0.0005,3.7706717822780504
1.0,0.0005,3.685148189788201
2.0,0.0005,3.35242357412848
3.0,0.0005,3.071553213269251
4.0,0.0005,2.85983192958499
5.0,0.0005,2.676085687127972
6.0,0.0005,2.5375997863715836
7.0,0.0005,2.413385571798193
8.0,0.0005,2.3004035380603205
9.0,0.0005,2.2112390165476454
10.0,0.0005,2.102170611590643
11.0,0.0005,2.0105578177841195
12.0,0.0005,1.9154120525323048
13.0,0.0005,1.834789006035069
14.0,0.0005,1.7417470237312573
15.0,0.0005,1.6776409587342054
16.0,0.0005,1.6033985537021147
17.0,0.0005,1.5436286170221718
18.0,0.0005,1.5024810990438302
19.0,0.0005,1.438007656493705
20.0,0.0005,1.3888776892357455
21.0,0.0005,1.3545773958375207
22.0,0.0005,1.2973629037105876
23.0,0.0005,1.2731022150695182
24.0,0.0005,1.2036146144844255
25.0,0.0005,1.1738435299646088
26.0,0.0005,1.1582710711635549
27.0,0.0005,1.1314222895962014
28.0,0.0005,1.0831083893823208
29.0,0.0005,1.0617497720054745
30.0,0.0005,1.0383184416888727
31.0,0.0005,1.0022442335887716
32.0,0.0005,0.9777445921247484
33.0,0.0005,0.9521664351484872
34.0,0.0005,0.9377061320050759
35.0,0.0005,0.9278341923130589
36.0,0.0005,0.897660220430353
37.0,0.0005,0.8794273004160336
38.0,0.0005,0.8715703528282852
39.0,0.0005,0.8578097711566135
40.0,0.0005,0.8188369021847738
41.0,0.0005,0.7892163135672636
42.0,0.0005,0.8274052526438453
43.0,0.0005,0.763575874286734
44.0,0.0005,0.7394532543104098
45.0,0.0005,0.782488838204498
46.0,0.0005,0.7092567349383039
47.0,0.0005,0.7450121335336654
48.0,0.0005,0.7014519937519608
49.0,0.0005,0.7181722190080418
