epoch,lr,train_loss
0.0,0.0005,2.6428449034690855
1.0,0.0005,1.789433878660202
2.0,0.0005,1.488177588582039
3.0,0.0005,1.2828701198101045
4.0,0.0005,1.0877420470118522
5.0,0.0005,0.9854988917708397
6.0,0.0005,0.9296710938215256
7.0,0.0005,0.781496737897396
8.0,0.0005,0.713144963979721
9.0,0.0005,0.6668495200574398
10.0,0.0005,0.6127268239855767
11.0,0.0005,0.6259584695100784
12.0,0.0005,0.5325176261365414
13.0,0.0005,0.4846151791512966
14.0,0.0005,0.4469028688967228
15.0,0.0005,0.41739183142781255
16.0,0.0005,0.3757264524698257
17.0,0.0005,0.35724089592695235
18.0,0.0005,0.350772500038147
19.0,0.0005,0.35207612104713915
20.0,0.0005,0.3660660535097122
21.0,0.0005,0.3205821692943573
22.0,0.0005,0.30015187822282313
23.0,0.0005,0.3011241305619478
24.0,0.0005,0.29737079590559007
25.0,0.0005,0.2941023461520672
26.0,0.0005,0.2679626073688269
27.0,0.0005,0.24422038458287715
28.0,0.0005,0.23302547074854374
29.0,0.0005,0.22472020015120506
30.0,0.0005,0.22094453796744346
31.0,0.0005,0.22014849968254566
32.0,0.0005,0.21468453705310822
33.0,0.0005,0.2167615331709385
34.0,0.0005,0.2101933903992176
35.0,0.0005,0.2115570954978466
36.0,0.0005,0.2008808810263872
37.0,0.0005,0.1925232145935297
38.0,0.0005,0.19422207809984685
39.0,0.0005,0.18710238263010978
40.0,0.0005,0.19559929072856902
41.0,0.0005,0.1765406634658575
42.0,0.0005,0.1803025521337986
43.0,0.0005,0.1672250736504793
44.0,0.0005,0.16945321075618267
45.0,0.0005,0.18373185396194458
46.0,0.0005,0.19202553443610668
47.0,0.0005,0.19846074990928173
48.0,0.0005,0.18269736953079702
49.0,0.0005,0.1745899233967066
