epoch,lr,train_loss
0.0,0.0005,2.465300139926729
1.0,0.0005,2.399059840611049
2.0,0.0005,2.3941879726591564
3.0,0.0005,2.394494510832287
4.0,0.0005,2.391791752406529
5.0,0.0005,2.3918841112227667
6.0,0.0005,2.3862079779307046
7.0,0.0005,2.3806803794134233
8.0,0.0005,2.3689392180669877
9.0,0.0005,2.3777716954549155
10.0,0.0005,2.3678074223654613
11.0,0.0005,2.2818967501322427
12.0,0.0005,2.1640932049070085
13.0,0.0005,2.0375206811087474
14.0,0.0005,1.908064671925136
15.0,0.0005,1.7928363368624733
16.0,0.0005,1.7574228843053181
17.0,0.0005,1.6880345855440413
18.0,0.0005,1.6170726049514044
19.0,0.0005,1.518949412164234
20.0,0.0005,1.444311329296657
21.0,0.0005,1.4186700610887437
22.0,0.0005,1.3658259028480166
23.0,0.0005,1.298324445883433
24.0,0.0005,1.193517009417216
25.0,0.0005,1.1642430282774425
26.0,0.0005,1.189600095862434
27.0,0.0005,1.1855627525420416
28.0,0.0005,1.0664719825699216
29.0,0.0005,0.9364105037280491
30.0,0.0005,1.1368736851783026
31.0,0.0005,1.0139909159569513
32.0,0.0005,0.8662140511331105
33.0,0.0005,0.7953090667724609
34.0,0.0005,0.7599027341320401
35.0,0.0005,0.6875927434081123
36.0,0.0005,0.6601760103589013
37.0,0.0005,0.629808171874001
38.0,0.0005,0.6108635067939758
39.0,0.0005,0.5601473166829064
40.0,0.0005,0.5332602716627575
41.0,0.0005,0.5035977349394843
42.0,0.0005,0.48914678465752376
43.0,0.0005,0.5217139011337644
44.0,0.0005,0.5421034934974852
45.0,0.0005,0.46427564251990544
46.0,0.0005,0.4208043288616907
47.0,0.0005,0.3903776691073463
48.0,0.0005,0.36702652204604375
49.0,0.0005,0.3455056179137457
