epoch,lr,train_loss
0.0,0.0005,2.378661042168027
1.0,0.0005,1.7649142571857996
2.0,0.0005,1.278715885820843
3.0,0.0005,0.9198133661633446
4.0,0.0005,0.7453375288418361
5.0,0.0005,0.6348969042301178
6.0,0.0005,0.5352812139760881
7.0,0.0005,0.47750996549924213
8.0,0.0005,0.4221942453157334
9.0,0.0005,0.39106938810575576
10.0,0.0005,0.36137814323107403
11.0,0.0005,0.3352884181908199
12.0,0.0005,0.313724391517185
13.0,0.0005,0.30861757411843255
14.0,0.0005,0.28485187604313805
15.0,0.0005,0.2649213061446235
16.0,0.0005,0.2579909981716247
17.0,0.0005,0.24418787445340837
18.0,0.0005,0.23949930568536124
19.0,0.0005,0.23099990614822932
20.0,0.0005,0.22868403863339198
21.0,0.0005,0.22210038063072024
22.0,0.0005,0.20334725081920624
23.0,0.0005,0.19207464300450824
24.0,0.0005,0.18905558898335412
25.0,0.0005,0.19307934244473776
26.0,0.0005,0.1858118637686684
27.0,0.0005,0.19234081677028111
28.0,0.0005,0.1965193720090957
29.0,0.0005,0.20954900767121995
30.0,0.0005,0.20393078809692747
31.0,0.0005,0.19627284294083006
32.0,0.0005,0.177579389441581
33.0,0.0005,0.1645285352354958
34.0,0.0005,0.1531492258821215
35.0,0.0005,0.1511175458629926
36.0,0.0005,0.1431859096600896
37.0,0.0005,0.13699138377393996
38.0,0.0005,0.13479803183249064
39.0,0.0005,0.13267296375263304
40.0,0.0005,0.12975118628570012
41.0,0.0005,0.12878189661673137
42.0,0.0005,0.1311488382163502
43.0,0.0005,0.13016378915026075
44.0,0.0005,0.12458656976620357
45.0,0.0005,0.12290195233765103
46.0,0.0005,0.12314646939436595
47.0,0.0005,0.11698122464475177
48.0,0.0005,0.11457944058236622
49.0,0.0005,0.11749718196335293
