epoch,lr,train_loss
0.0,0.0005,3.766954082917011
1.0,0.0005,3.657234016109762
2.0,0.0005,3.3974558607128285
3.0,0.0005,3.220054914375317
4.0,0.0005,2.998900578206549
5.0,0.0005,2.8010287582641284
6.0,0.0005,2.668897460875239
7.0,0.0005,2.5570809760533617
8.0,0.0005,2.460339591920702
9.0,0.0005,2.381111210682506
10.0,0.0005,2.3158508027037947
11.0,0.0005,2.2447562607775637
12.0,0.0005,2.1918662707259453
13.0,0.0005,2.125839287597188
14.0,0.0005,2.141231939883974
15.0,0.0005,2.0433284143762163
16.0,0.0005,1.991552144918151
17.0,0.0005,1.9433426508640665
18.0,0.0005,1.8977293047334554
19.0,0.0005,1.83932329489441
20.0,0.0005,1.8008426820700574
21.0,0.0005,1.767086862375999
22.0,0.0005,1.71071593061474
23.0,0.0005,1.681571166947822
24.0,0.0005,1.6798711588738764
25.0,0.0005,1.6288948612254146
26.0,0.0005,1.5814050389650374
27.0,0.0005,1.5452163441862512
28.0,0.0005,1.5269189393664824
29.0,0.0005,1.4900096580094897
30.0,0.0005,1.443063605043737
31.0,0.0005,1.4253538642850492
32.0,0.0005,1.4140661926452214
33.0,0.0005,1.3762829811825614
34.0,0.0005,1.3584116400336734
35.0,0.0005,1.3310283596297556
36.0,0.0005,1.3142983615165393
37.0,0.0005,1.29144624757571
38.0,0.0005,1.269620214813943
39.0,0.0005,1.2488913893280222
40.0,0.0005,1.2317709748380532
41.0,0.0005,1.2078924238961408
42.0,0.0005,1.206493396373164
43.0,0.0005,1.1704620016655762
44.0,0.0005,1.1592643501541409
45.0,0.0005,1.1611367538862623
46.0,0.0005,1.1258120191712413
47.0,0.0005,1.12132275385303
48.0,0.0005,1.1005889519618022
49.0,0.0005,1.1051416016585012
