epoch,lr,train_loss
0.0,0.0005,2.9666201531887055
1.0,0.0005,2.9543105125427247
2.0,0.0005,2.9512261748313904
3.0,0.0005,2.940913885831833
4.0,0.0005,2.8454787850379946
5.0,0.0005,2.705106943845749
6.0,0.0005,2.4925485134124754
7.0,0.0005,2.304354506731033
8.0,0.0005,2.17689106464386
9.0,0.0005,2.021585312485695
10.0,0.0005,1.9404197961091996
11.0,0.0005,1.843748551607132
12.0,0.0005,1.7183111369609834
13.0,0.0005,1.7356583952903748
14.0,0.0005,1.6597914457321168
15.0,0.0005,1.5986042261123656
16.0,0.0005,1.4924847543239594
17.0,0.0005,1.4736314862966537
18.0,0.0005,1.4248168885707855
19.0,0.0005,1.3510506302118301
20.0,0.0005,1.298119929432869
21.0,0.0005,1.2627977579832077
22.0,0.0005,1.2462730407714844
23.0,0.0005,1.2359422951936723
24.0,0.0005,1.1868106916546821
25.0,0.0005,1.188016737997532
26.0,0.0005,1.1324649035930634
27.0,0.0005,1.1059195533394814
28.0,0.0005,1.1118474066257478
29.0,0.0005,1.0869158908724785
30.0,0.0005,0.9932636126875878
31.0,0.0005,0.9442105442285538
32.0,0.0005,0.919812747836113
33.0,0.0005,0.8910188108682633
34.0,0.0005,0.9026460319757461
35.0,0.0005,0.7996873572468758
36.0,0.0005,0.8299712851643563
37.0,0.0005,0.8422100573778153
38.0,0.0005,0.768362183868885
39.0,0.0005,0.7092477068305015
40.0,0.0005,0.7708546236157418
41.0,0.0005,0.731084406375885
42.0,0.0005,0.6857231378555297
43.0,0.0005,0.5943285554647446
44.0,0.0005,0.558465264737606
45.0,0.0005,0.545145609229803
46.0,0.0005,0.5092640221118927
47.0,0.0005,0.5077737711369992
48.0,0.0005,0.5207458779215812
49.0,0.0005,0.4707909569144249
