epoch,lr,train_loss
0.0,0.0005,2.359079434758141
1.0,0.0005,1.733486328806196
2.0,0.0005,1.1946074082737876
3.0,0.0005,0.8996526939528329
4.0,0.0005,0.7347366781461806
5.0,0.0005,0.6121819643747239
6.0,0.0005,0.5394849025067829
7.0,0.0005,0.47373871150470914
8.0,0.0005,0.4359222522803715
9.0,0.0005,0.39989079180217924
10.0,0.0005,0.3661351147152129
11.0,0.0005,0.35449081304527463
12.0,0.0005,0.323676476875941
13.0,0.0005,0.30661135557151975
14.0,0.0005,0.300139076652981
15.0,0.0005,0.2986536338215783
16.0,0.0005,0.2854461918274562
17.0,0.0005,0.2538436310631888
18.0,0.0005,0.23639641276427678
19.0,0.0005,0.22405119382199787
20.0,0.0005,0.21521829494408198
21.0,0.0005,0.2106408796140126
22.0,0.0005,0.2061823932897477
23.0,0.0005,0.19396281100454785
24.0,0.0005,0.19004014773028238
25.0,0.0005,0.18515788941156297
26.0,0.0005,0.1828191237790244
27.0,0.0005,0.1927937560138248
28.0,0.0005,0.18068016497861772
29.0,0.0005,0.17060291199457078
30.0,0.0005,0.16429302664030165
31.0,0.0005,0.16341736948206312
32.0,0.0005,0.16152256904613405
33.0,0.0005,0.16536657157398404
34.0,0.0005,0.15732872911861964
35.0,0.0005,0.14987456834032423
36.0,0.0005,0.14689082262061892
37.0,0.0005,0.15043353253886813
38.0,0.0005,0.1399187140521549
39.0,0.0005,0.1399219302194459
40.0,0.0005,0.1551223968466123
41.0,0.0005,0.1560398247979936
42.0,0.0005,0.1486392155999229
43.0,0.0005,0.14348567454587846
44.0,0.0005,0.1918432144891648
45.0,0.0005,0.3020537665912083
46.0,0.0005,0.1749338617637044
47.0,0.0005,0.1501844965276264
48.0,0.0005,0.14107449991362436
49.0,0.0005,0.13093756387631098
