epoch,lr,train_loss
0.0,0.0005,2.623314309120178
1.0,0.0005,1.7870211958885194
2.0,0.0005,1.4462106436491013
3.0,0.0005,1.2328212410211563
4.0,0.0005,1.046652926504612
5.0,0.0005,0.9475123271346092
6.0,0.0005,0.8413850948214531
7.0,0.0005,0.7268608152866364
8.0,0.0005,0.6739760383963584
9.0,0.0005,0.6140422075986862
10.0,0.0005,0.5742959633469582
11.0,0.0005,0.5362750895321369
12.0,0.0005,0.5114188112318516
13.0,0.0005,0.46694136410951614
14.0,0.0005,0.4541918784379959
15.0,0.0005,0.44431969672441485
16.0,0.0005,0.4184315472841263
17.0,0.0005,0.39041498973965644
18.0,0.0005,0.3601342186331749
19.0,0.0005,0.3394168496131897
20.0,0.0005,0.32240895815193654
21.0,0.0005,0.31190324760973454
22.0,0.0005,0.286619483679533
23.0,0.0005,0.27952135875821116
24.0,0.0005,0.2753591574728489
25.0,0.0005,0.28230891823768617
26.0,0.0005,0.2714468237012625
27.0,0.0005,0.2860246133059263
28.0,0.0005,0.26729782968759536
29.0,0.0005,0.24854624308645726
30.0,0.0005,0.22120420187711715
31.0,0.0005,0.21689528673887254
32.0,0.0005,0.2324577860534191
33.0,0.0005,0.21296544708311557
34.0,0.0005,0.20942042656242849
35.0,0.0005,0.21829512156546116
36.0,0.0005,0.2130690984427929
37.0,0.0005,0.1969545315951109
38.0,0.0005,0.18488919846713542
39.0,0.0005,0.17864202037453653
40.0,0.0005,0.18098012395203114
41.0,0.0005,0.18666948303580283
42.0,0.0005,0.19226277694106103
43.0,0.0005,0.2640994474291801
44.0,0.0005,0.2719375088810921
45.0,0.0005,0.2236004162579775
46.0,0.0005,0.19753373041749
47.0,0.0005,0.1736211035400629
48.0,0.0005,0.1932707827538252
49.0,0.0005,0.16569922342896462
