epoch,lr,train_loss
0.0,0.0005,11.537784314155578
1.0,0.0005,10.05055615901947
2.0,0.0005,8.41472305059433
3.0,0.0005,6.946485114097595
4.0,0.0005,6.641805303096771
5.0,0.0005,5.443563377857208
6.0,0.0005,4.780617791414261
7.0,0.0005,4.395315098762512
8.0,0.0005,3.9611367702484133
9.0,0.0005,3.6074336588382723
10.0,0.0005,3.4612512588500977
11.0,0.0005,3.1573864221572876
12.0,0.0005,3.0137344360351563
13.0,0.0005,2.604602190852165
14.0,0.0005,2.5347120106220244
15.0,0.0005,2.3297025591135023
16.0,0.0005,2.246428146958351
17.0,0.0005,1.9967522472143173
18.0,0.0005,1.9362785786390304
19.0,0.0005,1.93166324198246
20.0,0.0005,2.4117576271295547
21.0,0.0005,1.9885178923606872
22.0,0.0005,1.7076262295246125
23.0,0.0005,1.650913867354393
24.0,0.0005,1.525575429201126
25.0,0.0005,1.4937783390283585
26.0,0.0005,1.3963128998875618
27.0,0.0005,1.8708234012126923
28.0,0.0005,2.2692800521850587
29.0,0.0005,1.9273323982954025
30.0,0.0005,1.4203601837158204
31.0,0.0005,1.6147987961769104
32.0,0.0005,1.997893600165844
33.0,0.0005,1.5049702554941178
34.0,0.0005,1.227276699244976
35.0,0.0005,1.0472921311855317
36.0,0.0005,1.0079440742731094
37.0,0.0005,0.9714569047093391
38.0,0.0005,0.8820157572627068
39.0,0.0005,0.8454843178391457
40.0,0.0005,0.8538854211568833
41.0,0.0005,0.8176269739866256
42.0,0.0005,0.7872330665588378
43.0,0.0005,0.7640016511082649
44.0,0.0005,0.7716429248452187
45.0,0.0005,0.7836488157510757
46.0,0.0005,0.9875915125012398
47.0,0.0005,1.7167242527008058
48.0,0.0005,1.4009081318974494
49.0,0.0005,1.1413379296660424
