epoch,lr,train_loss
0.0,0.0005,11.605849456787109
1.0,0.0005,10.311333322525025
2.0,0.0005,8.74646179676056
3.0,0.0005,7.248252367973327
4.0,0.0005,7.066820347309113
5.0,0.0005,6.288861989974976
6.0,0.0005,5.269574898481369
7.0,0.0005,4.5832685887813565
8.0,0.0005,4.219647938013077
9.0,0.0005,4.131630390882492
10.0,0.0005,3.603744262456894
11.0,0.0005,3.3502687871456147
12.0,0.0005,3.170509922504425
13.0,0.0005,3.0827490627765655
14.0,0.0005,3.2383224070072174
15.0,0.0005,2.697439169883728
16.0,0.0005,2.3584389328956603
17.0,0.0005,2.41377669274807
18.0,0.0005,2.3610802978277206
19.0,0.0005,2.116552373766899
20.0,0.0005,2.007842892408371
21.0,0.0005,1.9413486003875733
22.0,0.0005,1.7646315038204192
23.0,0.0005,1.6380366295576096
24.0,0.0005,1.5449265450239182
25.0,0.0005,1.455169716477394
26.0,0.0005,1.4015536338090897
27.0,0.0005,1.4259817525744438
28.0,0.0005,1.319540984928608
29.0,0.0005,1.3405233651399613
30.0,0.0005,1.2882214307785034
31.0,0.0005,1.205825650691986
32.0,0.0005,1.087724170088768
33.0,0.0005,0.9891089871525764
34.0,0.0005,0.935532520711422
35.0,0.0005,1.2330331742763518
36.0,0.0005,1.7498311817646026
37.0,0.0005,1.4985879063606262
38.0,0.0005,1.5417956799268722
39.0,0.0005,1.2749705567955971
40.0,0.0005,1.0895507872104644
41.0,0.0005,1.1206832066178323
42.0,0.0005,0.9199278965592385
43.0,0.0005,0.8731066048145294
44.0,0.0005,0.8183167338371277
45.0,0.0005,0.7645189449191093
46.0,0.0005,0.7535230591893196
47.0,0.0005,0.7168164893984794
48.0,0.0005,0.7756835430860519
49.0,0.0005,0.878983074426651
