epoch,lr,train_loss
0.0,0.0005,2.9595399618148805
1.0,0.0005,2.9443142235279085
2.0,0.0005,2.822239154577255
3.0,0.0005,2.689361810684204
4.0,0.0005,2.593723380565643
5.0,0.0005,2.4079679012298585
6.0,0.0005,2.1998620867729186
7.0,0.0005,2.101880219578743
8.0,0.0005,1.9903332203626634
9.0,0.0005,1.821735829114914
10.0,0.0005,1.770819854736328
11.0,0.0005,1.6777778923511506
12.0,0.0005,1.6217779248952866
13.0,0.0005,1.5531677216291429
14.0,0.0005,1.5165352046489715
15.0,0.0005,1.488139382004738
16.0,0.0005,1.420151513814926
17.0,0.0005,1.4260326743125915
18.0,0.0005,1.3715943157672883
19.0,0.0005,1.323405122756958
20.0,0.0005,1.2883013606071472
21.0,0.0005,1.2927219793200493
22.0,0.0005,1.258414587378502
23.0,0.0005,1.2414392992854117
24.0,0.0005,1.178625163435936
25.0,0.0005,1.1914812564849853
26.0,0.0005,1.2019025787711144
27.0,0.0005,1.138949191570282
28.0,0.0005,1.0392682716250419
29.0,0.0005,1.0098132520914078
30.0,0.0005,0.9530732482671738
31.0,0.0005,0.9486377254128456
32.0,0.0005,0.8756642729043961
33.0,0.0005,0.904375559091568
34.0,0.0005,0.9211866304278373
35.0,0.0005,0.9394873276352882
36.0,0.0005,0.8382173895835876
37.0,0.0005,0.7516465723514557
38.0,0.0005,0.7227142810821533
39.0,0.0005,0.774351741373539
40.0,0.0005,0.7169514805078506
41.0,0.0005,0.7428765952587127
42.0,0.0005,0.6735353201627732
43.0,0.0005,0.678115789592266
44.0,0.0005,0.6114666014909744
45.0,0.0005,0.6162852182984352
46.0,0.0005,0.5962877951562404
47.0,0.0005,0.5686862885951995
48.0,0.0005,0.5177256785333156
49.0,0.0005,0.4755313202738762
